token,freq,n_folios,length,first_char,last_char,in_label_pct,in_paragraph_pct,A_pct,B_pct,dominant_section,dominant_section_pct,is_hapax,specificity,cluster,top_anchors,category
shdar,9,8,5,s,r,0.1111111111111111,0.7777777777777778,0.0,0.8888888888888888,text,0.4444444444444444,False,0.4444444444444444,3,"n_stars(npmi=+0.32, n=4) | n_paragraphs(npmi=+0.28, n=3) | n_decorative_motifs(npmi=+0.27, n=3)",[body] recipes/herbal | has_T_O_diagram+has_moon_face
oteeey,9,8,6,o,y,0.0,0.7777777777777778,0.0,0.7777777777777778,recipes,0.7777777777777778,False,0.7777777777777778,26,"n_paragraphs(npmi=+0.60, n=7) | n_decorative_motifs(npmi=+0.58, n=7) | n_stars(npmi=+0.53, n=7)",[body] recipes/herbal | has_central_star+has_moon_face
lchy,9,8,4,l,y,0.0,0.7777777777777778,0.0,1.0,biological,0.6666666666666666,False,0.6666666666666666,16,"n_nymphs(npmi=+0.60, n=6) | has_water(npmi=+0.59, n=6) | n_pipes(npmi=+0.59, n=5)",[body] biological/recipes | has_T_O_diagram+spiral_turns
olche@152;y,9,9,11,o,y,0.0,0.8888888888888888,0.0,1.0,biological,0.6666666666666666,False,0.6666666666666666,24,"n_nymphs(npmi=+0.57, n=6) | has_water(npmi=+0.56, n=6) | n_pipes(npmi=+0.56, n=5)",[body] biological/recipes | n_nymphs+has_water
lkl,9,7,3,l,l,0.0,1.0,0.0,1.0,recipes,0.7777777777777778,False,0.7777777777777778,21,"n_paragraphs(npmi=+0.49, n=5) | n_decorative_motifs(npmi=+0.48, n=5) | n_stars(npmi=+0.43, n=5)",[body] recipes/herbal | has_T_O_diagram+has_moon_face
qoteody,9,9,7,q,y,0.0,1.0,0.3333333333333333,0.6428571428571428,recipes,0.4444444444444444,False,0.4444444444444444,3,"n_paragraphs(npmi=+0.34, n=4) | n_decorative_motifs(npmi=+0.34, n=4) | n_stars(npmi=+0.29, n=4)",[body] recipes/herbal | has_T_O_diagram+has_moon_face
shety,9,8,5,s,y,0.0,0.6666666666666666,0.0,0.6666666666666666,biological,0.3333333333333333,False,0.3333333333333333,19,"has_spiral(npmi=+0.62, n=1) | spiral_turns(npmi=+0.62, n=1) | n_beads(npmi=+0.62, n=1)",[body] recipes/biological | has_moon_face+has_central_object
tchdy,9,8,5,t,y,0.0,1.0,0.0,1.0,herbal,0.4444444444444444,False,0.4444444444444444,10,"n_paragraphs(npmi=+0.28, n=3) | n_decorative_motifs(npmi=+0.27, n=3) | n_stars(npmi=+0.23, n=3)",[body] herbal/recipes | has_central_object+spiral_turns
chr,8,7,3,c,r,0.0,1.0,0.375,0.5970149253731343,herbal,0.375,False,0.375,3,"n_pipes(npmi=+0.31, n=2) | n_pools(npmi=+0.28, n=2) | n_flowers_visible(npmi=+0.39, n=1)",[body] recipes/herbal | has_T_O_diagram+has_moon_face
cphey,8,8,5,c,y,0.0,1.0,0.625,0.34782608695652173,herbal,0.5,False,0.5,28,"has_marginal_annotation(npmi=+0.41, n=1) | n_pipes(npmi=+0.28, n=2) | n_pools(npmi=+0.25, n=2)",[body] herbal/recipes | has_moon_face+n_petals
chodain,8,8,7,c,n,0.0,1.0,0.5,0.47058823529411764,recipes,0.5,False,0.5,28,"n_decorative_motifs(npmi=+0.44, n=5) | n_paragraphs(npmi=+0.37, n=4) | n_visual_text_columns(npmi=+0.47, n=2)",[body] herbal/recipes | has_moon_face+n_petals
chekain,8,6,7,c,n,0.0,0.75,0.125,0.8615384615384616,recipes,0.5,False,0.5,22,"n_decorative_motifs(npmi=+0.44, n=4) | n_paragraphs(npmi=+0.35, n=3) | n_stars(npmi=+0.30, n=3)",[body] recipes/biological | has_central_star+has_T_O_diagram
par,8,8,3,p,r,0.0,0.875,0.125,0.7384615384615385,biological,0.25,False,0.25,28,"n_decorative_motifs(npmi=+0.27, n=3) | has_marginal_annotation(npmi=+0.41, n=1) | has_human_figure(npmi=+0.23, n=3)",[body] herbal/recipes | has_moon_face+n_petals
chotey,8,8,6,c,y,0.0,0.375,0.375,0.11940298507462686,cosmological,0.375,False,0.375,29,"has_circular_structure(npmi=+0.42, n=5) | n_rays_or_petals(npmi=+0.56, n=2) | n_concentric_rings(npmi=+0.39, n=4)",[body] herbal/recipes | has_central_object+has_T_O_diagram
otcho,8,8,5,o,o,0.0,0.875,0.75,0.11428571428571428,herbal,0.75,False,0.75,4,"n_flowers_visible(npmi=+0.36, n=1) | branching_depth(npmi=+0.36, n=1) | n_rays_or_petals(npmi=+0.36, n=1)",[body] herbal | has_moon_face+has_star_motif
sheeor,8,8,6,s,r,0.0,0.75,0.5,0.11764705882352941,herbal,0.25,False,0.25,29,"n_labels(npmi=+0.37, n=6) | n_concentric_rings(npmi=+0.30, n=3) | has_star_motif(npmi=+0.49, n=1)",[body] herbal/recipes | has_central_object+has_T_O_diagram
ycheor,8,7,6,y,r,0.0,1.0,1.0,0.0,herbal,0.625,False,0.625,4,"has_star_motif(npmi=+0.51, n=1) | n_containers(npmi=+0.34, n=2) | has_container(npmi=+0.31, n=2)",[body] herbal | has_moon_face+has_star_motif
okary,8,7,5,o,y,0.375,0.625,0.375,0.47761194029850745,herbal,0.5,False,0.5,3,"n_flowers_visible(npmi=+0.39, n=1) | branching_depth(npmi=+0.39, n=1) | n_leaves_visible(npmi=+0.34, n=1)",[body] recipes/herbal | has_T_O_diagram+has_moon_face
shain,8,7,5,s,n,0.0,1.0,0.375,0.5970149253731343,recipes,0.5,False,0.5,28,"n_paragraphs(npmi=+0.31, n=3) | n_decorative_motifs(npmi=+0.30, n=3) | n_stars(npmi=+0.26, n=3)",[body] herbal/recipes | has_moon_face+n_petals
shoky,8,8,5,s,y,0.0,0.875,0.5,0.35294117647058826,biological,0.25,False,0.25,19,"has_moon_face(npmi=+0.62, n=1) | n_pipes(npmi=+0.28, n=2) | n_pools(npmi=+0.25, n=2)",[body] recipes/biological | has_moon_face+has_central_object
ochey,8,8,5,o,y,0.125,0.625,0.25,0.36363636363636365,herbal,0.375,False,0.375,3,"n_rays(npmi=+0.49, n=1) | has_radial_symmetry(npmi=+0.27, n=3) | n_human_figures(npmi=+0.33, n=2)",[body] recipes/herbal | has_T_O_diagram+has_moon_face
cheeody,8,6,7,c,y,0.0,1.0,0.25,0.7272727272727273,recipes,0.75,False,0.75,3,"n_paragraphs(npmi=+0.45, n=4) | n_decorative_motifs(npmi=+0.44, n=4) | n_stars(npmi=+0.39, n=4)",[body] recipes/herbal | has_T_O_diagram+has_moon_face
shees,8,8,5,s,s,0.0,0.875,0.375,0.23880597014925373,herbal,0.5,False,0.5,29,"n_rays(npmi=+0.71, n=2) | has_sun_face(npmi=+0.49, n=1) | has_radial_symmetry(npmi=+0.27, n=3)",[body] herbal/recipes | has_central_object+has_T_O_diagram
pchedar,8,8,7,p,r,0.0,0.875,0.0,1.0,biological,0.375,False,0.375,10,"n_nymphs(npmi=+0.35, n=3) | has_water(npmi=+0.33, n=3) | has_human_figure(npmi=+0.23, n=3)",[body] herbal/recipes | has_central_object+spiral_turns
oko,8,8,3,o,o,0.0,0.625,0.5,0.11764705882352941,herbal,0.375,False,0.375,29,"n_stars(npmi=+0.32, n=4) | n_rays(npmi=+0.49, n=1) | n_rays_or_petals(npmi=+0.36, n=1)",[body] herbal/recipes | has_central_object+has_T_O_diagram
qoy,8,8,3,q,y,0.0,1.0,0.5,0.47058823529411764,herbal,0.5,False,0.5,3,"n_flowers_visible(npmi=+0.36, n=1) | branching_depth(npmi=+0.36, n=1) | n_leaves_visible(npmi=+0.32, n=1)",[body] recipes/herbal | has_T_O_diagram+has_moon_face
dshey,8,6,5,d,y,0.0,1.0,0.375,0.5970149253731343,herbal,0.5,False,0.5,19,"n_pipes(npmi=+0.34, n=2) | n_pools(npmi=+0.31, n=2) | n_nymphs(npmi=+0.29, n=2)",[body] recipes/biological | has_moon_face+has_central_object
ytee@152;y,8,8,10,y,y,0.0,0.75,0.0,0.875,herbal,0.375,False,0.375,19,"has_central_object(npmi=+0.62, n=1) | n_concentric_rings(npmi=+0.19, n=2) | n_paragraphs(npmi=+0.17, n=2)",[body] recipes/biological | has_moon_face+has_central_object
daim,8,8,4,d,m,0.0,0.625,0.5,0.23529411764705882,cosmological,0.25,False,0.25,28,"has_container(npmi=+0.40, n=3) | n_labels(npmi=+0.31, n=5) | n_rows(npmi=+0.41, n=2)",[body] herbal/recipes | has_moon_face+n_petals
oeees,8,8,5,o,s,0.125,0.75,0.625,0.11594202898550725,herbal,0.5,False,0.5,29,"has_T_O_diagram(npmi=+0.62, n=1) | n_labels(npmi=+0.15, n=3) | has_circular_structure(npmi=+0.15, n=2)",[body] herbal/recipes | has_central_object+has_T_O_diagram
chod,8,8,4,c,d,0.0,1.0,0.625,0.2318840579710145,herbal,0.5,False,0.5,2,"fragments_are_whole_plants(npmi=+0.49, n=1) | n_containers(npmi=+0.14, n=1) | has_container(npmi=+0.12, n=1)",[body] herbal/pharmaceutical | has_moon_face+fragments_are_whole_plants
dsho,8,7,4,d,o,0.0,1.0,1.0,0.0,herbal,1.0,False,1.0,13,"n_distinct_objects(npmi=+0.04, n=7)",[body] herbal | has_moon_face+n_petals
ykor,8,7,4,y,r,0.0,0.75,0.5,0.11764705882352941,herbal,0.625,False,0.625,4,"n_rays(npmi=+0.51, n=1) | n_labels(npmi=+0.18, n=3) | has_radial_symmetry(npmi=+0.19, n=2)",[body] herbal | has_moon_face+has_star_motif
ykair,8,8,5,y,r,0.0,0.875,0.375,0.47761194029850745,herbal,0.5,False,0.5,29,"n_paragraphs(npmi=+0.28, n=3) | n_decorative_motifs(npmi=+0.27, n=3) | n_stars(npmi=+0.23, n=3)",[body] herbal/recipes | has_central_object+has_T_O_diagram
sheaiin,8,8,7,s,n,0.0,1.0,0.875,0.11267605633802817,herbal,0.875,False,0.875,2,"n_paragraphs(npmi=+0.02, n=1) | n_decorative_motifs(npmi=+0.02, n=1) | n_distinct_objects(npmi=+0.01, n=7)",[body] herbal/pharmaceutical | has_moon_face+fragments_are_whole_plants
qod,8,8,3,q,d,0.0,0.875,0.5,0.47058823529411764,herbal,0.625,False,0.625,28,"n_paragraphs(npmi=+0.17, n=2) | n_decorative_motifs(npmi=+0.16, n=2) | n_stars(npmi=+0.13, n=2)",[body] herbal/recipes | has_moon_face+n_petals
chkey,8,8,5,c,y,0.0,0.75,0.5,0.23529411764705882,herbal,0.375,False,0.375,29,"n_petals(npmi=+0.62, n=1) | has_star_motif(npmi=+0.49, n=1) | n_labels(npmi=+0.23, n=4)",[body] herbal/recipes | has_central_object+has_T_O_diagram
ykee@152;y,8,8,10,y,y,0.25,0.75,0.0,0.75,herbal,0.25,False,0.25,22,"has_central_star(npmi=+0.62, n=1) | n_human_figures(npmi=+0.33, n=2) | has_human_figure(npmi=+0.23, n=3)",[body] recipes/biological | has_central_star+has_T_O_diagram
ykey,8,7,4,y,y,0.25,0.625,0.375,0.23880597014925373,herbal,0.375,False,0.375,3,"has_central_object(npmi=+0.64, n=1) | n_rays_or_petals(npmi=+0.39, n=1) | n_labels(npmi=+0.18, n=3)",[body] recipes/herbal | has_T_O_diagram+has_moon_face
aldy,8,7,4,a,y,0.0,0.625,0.375,0.23880597014925373,herbal,0.5,False,0.5,26,"n_concentric_rings(npmi=+0.22, n=2) | has_radial_symmetry(npmi=+0.19, n=2) | has_circular_structure(npmi=+0.18, n=2)",[body] recipes/herbal | has_central_star+has_moon_face
dom,8,8,3,d,m,0.0,1.0,0.875,0.11267605633802817,herbal,0.875,False,0.875,4,"n_paragraphs(npmi=+0.02, n=1) | n_decorative_motifs(npmi=+0.02, n=1) | n_distinct_objects(npmi=+0.01, n=7)",[body] herbal | has_moon_face+has_star_motif
chotol,8,8,6,c,l,0.0,0.75,0.75,0.0,herbal,0.75,False,0.75,2,"n_rays_or_petals(npmi=+0.36, n=1) | n_concentric_rings(npmi=+0.19, n=2) | has_radial_symmetry(npmi=+0.16, n=2)",[body] herbal/pharmaceutical | has_moon_face+fragments_are_whole_plants
yshedy,8,7,6,y,y,0.0,1.0,0.0,1.0,biological,0.75,False,0.75,16,"n_pools(npmi=+0.59, n=5) | n_nymphs(npmi=+0.56, n=5) | has_water(npmi=+0.55, n=5)",[body] biological/recipes | has_T_O_diagram+spiral_turns
chotal,8,7,6,c,l,0.0,0.5,0.0,0.5,cosmological,0.375,False,0.375,10,"n_rays_or_petals(npmi=+0.59, n=2) | n_concentric_rings(npmi=+0.33, n=3) | has_radial_symmetry(npmi=+0.30, n=3)",[body] herbal/recipes | has_central_object+spiral_turns
lcheol,8,7,6,l,l,0.0,0.875,0.0,1.0,recipes,0.5,False,0.5,22,"n_paragraphs(npmi=+0.41, n=4) | n_decorative_motifs(npmi=+0.40, n=4) | n_stars(npmi=+0.35, n=4)",[body] recipes/biological | has_central_star+has_T_O_diagram
shedaiin,8,5,8,s,n,0.0,0.375,0.125,0.8615384615384616,cosmological,0.625,False,0.625,10,"n_pipes(npmi=+0.38, n=2) | n_pools(npmi=+0.35, n=2) | n_nymphs(npmi=+0.33, n=2)",[body] herbal/recipes | has_central_object+spiral_turns
keeody,8,8,6,k,y,0.0,0.875,0.375,0.47761194029850745,herbal,0.25,False,0.25,29,"has_T_O_diagram(npmi=+0.62, n=1) | n_plant_fragments(npmi=+0.27, n=2) | n_labels(npmi=+0.15, n=3)",[body] herbal/recipes | has_central_object+has_T_O_diagram
ykeeo,8,8,5,y,o,0.0,0.75,0.0,0.75,recipes,0.375,False,0.375,28,"has_T_O_diagram(npmi=+0.62, n=1) | n_paragraphs(npmi=+0.28, n=3) | n_decorative_motifs(npmi=+0.27, n=3)",[body] herbal/recipes | has_moon_face+n_petals
cheoky,8,8,6,c,y,0.0,0.875,0.5,0.35294117647058826,pharmaceutical,0.375,False,0.375,28,"n_rows(npmi=+0.55, n=3) | n_containers(npmi=+0.43, n=3) | has_container(npmi=+0.40, n=3)",[body] herbal/recipes | has_moon_face+n_petals
tche@152;y,8,8,10,t,y,0.0,0.875,0.0,1.0,herbal,0.375,False,0.375,19,"n_pipes(npmi=+0.28, n=2) | n_pools(npmi=+0.25, n=2) | n_nymphs(npmi=+0.23, n=2)",[body] recipes/biological | has_moon_face+has_central_object
laiin,8,6,5,l,n,0.0,1.0,0.0,1.0,recipes,0.625,False,0.625,22,"n_paragraphs(npmi=+0.45, n=4) | n_decorative_motifs(npmi=+0.44, n=4) | n_stars(npmi=+0.39, n=4)",[body] recipes/biological | has_central_star+has_T_O_diagram
arol,8,8,4,a,l,0.125,0.75,0.125,0.7384615384615385,recipes,0.375,False,0.375,21,"n_paragraphs(npmi=+0.28, n=3) | n_decorative_motifs(npmi=+0.27, n=3) | has_human_figure(npmi=+0.23, n=3)",[body] recipes/herbal | has_T_O_diagram+has_moon_face
chekar,8,8,6,c,r,0.0,0.75,0.0,0.875,herbal,0.5,False,0.5,10,"has_human_figure(npmi=+0.23, n=3) | n_pools(npmi=+0.25, n=2) | n_nymphs(npmi=+0.23, n=2)",[body] herbal/recipes | has_central_object+spiral_turns
qoor,8,7,4,q,r,0.0,1.0,0.75,0.22857142857142856,pharmaceutical,0.75,False,0.75,2,"n_containers(npmi=+0.66, n=5) | has_container(npmi=+0.62, n=5) | n_plant_fragments(npmi=+0.61, n=5)",[body] herbal/pharmaceutical | has_moon_face+fragments_are_whole_plants
opche@152;y,8,8,11,o,y,0.0,1.0,0.0,1.0,recipes,0.625,False,0.625,21,"n_paragraphs(npmi=+0.45, n=5) | n_decorative_motifs(npmi=+0.44, n=5) | n_stars(npmi=+0.40, n=5)",[body] recipes/herbal | has_T_O_diagram+has_moon_face
che@152;,8,8,8,c,;,0.0,1.0,0.0,1.0,biological,0.375,False,0.375,22,"n_pipes(npmi=+0.40, n=3) | n_pools(npmi=+0.37, n=3) | n_nymphs(npmi=+0.35, n=3)",[body] recipes/biological | has_central_star+has_T_O_diagram
qotody,8,7,6,q,y,0.0,1.0,0.375,0.5970149253731343,recipes,0.5,False,0.5,19,"n_paragraphs(npmi=+0.41, n=4) | n_decorative_motifs(npmi=+0.40, n=4) | n_stars(npmi=+0.35, n=4)",[body] recipes/biological | has_moon_face+has_central_object
choteey,8,8,7,c,y,0.0,0.375,0.125,0.24615384615384617,astronomical,0.375,False,0.375,28,"has_radial_symmetry(npmi=+0.36, n=4) | has_circular_structure(npmi=+0.35, n=4) | n_labels(npmi=+0.31, n=5)",[body] herbal/recipes | has_moon_face+n_petals
e,8,5,1,e,e,0.0,0.25,0.625,0.2318840579710145,herbal,0.5,False,0.5,28,"has_moon_face(npmi=+0.70, n=1) | n_stars(npmi=+0.34, n=3) | has_marginal_annotation(npmi=+0.50, n=1)",[body] herbal/recipes | has_moon_face+n_petals
qokees,8,8,6,q,s,0.0,1.0,0.0,1.0,herbal,0.5,False,0.5,21,"has_marginal_annotation(npmi=+0.41, n=1) | n_pipes(npmi=+0.28, n=2) | n_pools(npmi=+0.25, n=2)",[body] recipes/herbal | has_T_O_diagram+has_moon_face
@221;kaiin,8,7,10,@,n,0.0,1.0,0.0,1.0,recipes,0.75,False,0.75,28,"n_paragraphs(npmi=+0.49, n=5) | n_decorative_motifs(npmi=+0.48, n=5) | n_stars(npmi=+0.43, n=5)",[body] herbal/recipes | has_moon_face+n_petals
qokche@152;y,8,7,12,q,y,0.0,1.0,0.0,1.0,recipes,0.625,False,0.625,3,"n_paragraphs(npmi=+0.41, n=4) | n_decorative_motifs(npmi=+0.40, n=4) | n_stars(npmi=+0.35, n=4)",[body] recipes/herbal | has_T_O_diagram+has_moon_face
f,8,2,1,f,f,0.0,0.0,0.0,0.5,cosmological,0.5,False,0.5,6,"has_marginal_annotation(npmi=+0.67, n=1) | n_concentric_rings(npmi=+0.29, n=1) | has_radial_symmetry(npmi=+0.27, n=1)",[body] cosmological/herbal | has_marginal_annotation+fragments_are_whole_plants
cheom,8,6,5,c,m,0.0,1.0,0.875,0.11267605633802817,pharmaceutical,0.625,False,0.625,29,"n_rows(npmi=+0.61, n=3) | n_containers(npmi=+0.50, n=3) | has_container(npmi=+0.47, n=3)",[body] herbal/recipes | has_central_object+has_T_O_diagram
chokal,8,8,6,c,l,0.0,0.75,0.375,0.23880597014925373,recipes,0.375,False,0.375,3,"n_stars(npmi=+0.32, n=4) | n_paragraphs(npmi=+0.28, n=3) | n_decorative_motifs(npmi=+0.27, n=3)",[body] recipes/herbal | has_T_O_diagram+has_moon_face
lkchey,8,4,6,l,y,0.0,1.0,0.0,1.0,recipes,0.875,False,0.875,22,"n_paragraphs(npmi=+0.44, n=3) | n_decorative_motifs(npmi=+0.43, n=3) | n_stars(npmi=+0.39, n=3)",[body] recipes/biological | has_central_star+has_T_O_diagram
oto,8,8,3,o,o,0.125,0.375,0.0,0.375,zodiac,0.375,False,0.375,26,"n_concentric_rings(npmi=+0.48, n=5) | has_radial_symmetry(npmi=+0.44, n=5) | has_circular_structure(npmi=+0.42, n=5)",[body] recipes/herbal | has_central_star+has_moon_face
ycheeo,8,7,6,y,o,0.0,0.875,0.25,0.6060606060606061,recipes,0.5,False,0.5,3,"n_stars(npmi=+0.35, n=4) | n_paragraphs(npmi=+0.31, n=3) | n_decorative_motifs(npmi=+0.30, n=3)",[body] recipes/herbal | has_T_O_diagram+has_moon_face
teody,8,6,5,t,y,0.0,0.75,0.125,0.6153846153846154,recipes,0.375,False,0.375,26,"n_paragraphs(npmi=+0.35, n=3) | n_decorative_motifs(npmi=+0.34, n=3) | n_stars(npmi=+0.30, n=3)",[body] recipes/herbal | has_central_star+has_moon_face
qokan,8,8,5,q,n,0.0,1.0,0.0,1.0,biological,0.5,False,0.5,24,"n_pools(npmi=+0.47, n=4) | n_nymphs(npmi=+0.44, n=4) | has_water(npmi=+0.43, n=4)",[body] biological/recipes | n_nymphs+has_water
ykeeol,8,7,6,y,l,0.0,0.875,0.5,0.35294117647058826,pharmaceutical,0.375,False,0.375,28,"n_stars(npmi=+0.35, n=4) | n_paragraphs(npmi=+0.31, n=3) | n_decorative_motifs(npmi=+0.30, n=3)",[body] herbal/recipes | has_moon_face+n_petals
okeeos,8,8,6,o,s,0.25,0.25,0.25,0.12121212121212122,cosmological,0.25,False,0.25,8,"has_circular_structure(npmi=+0.42, n=5) | n_labels(npmi=+0.37, n=6) | n_rays_or_petals(npmi=+0.56, n=2)",[body] herbal/recipes | spiral_turns+has_spiral
polaiin,8,5,7,p,n,0.0,1.0,0.125,0.8615384615384616,recipes,0.75,False,0.75,3,"n_paragraphs(npmi=+0.39, n=3) | n_decorative_motifs(npmi=+0.38, n=3) | n_stars(npmi=+0.34, n=3)",[body] recipes/herbal | has_T_O_diagram+has_moon_face
@221;keey,8,8,9,@,y,0.0,1.0,0.0,1.0,recipes,0.875,False,0.875,22,"n_paragraphs(npmi=+0.60, n=7) | n_decorative_motifs(npmi=+0.58, n=7) | n_stars(npmi=+0.53, n=7)",[body] recipes/biological | has_central_star+has_T_O_diagram
qockhol,8,8,7,q,l,0.0,1.0,0.875,0.11267605633802817,pharmaceutical,0.75,False,0.75,2,"n_containers(npmi=+0.71, n=6) | has_container(npmi=+0.67, n=6) | n_plant_fragments(npmi=+0.65, n=6)",[body] herbal/pharmaceutical | has_moon_face+fragments_are_whole_plants
lkeeey,8,7,6,l,y,0.0,1.0,0.0,1.0,recipes,1.0,False,1.0,21,"n_paragraphs(npmi=+0.63, n=7) | n_decorative_motifs(npmi=+0.62, n=7) | n_stars(npmi=+0.57, n=7)",[body] recipes/herbal | has_T_O_diagram+has_moon_face
shedain,8,7,7,s,n,0.0,1.0,0.0,1.0,recipes,0.875,False,0.875,19,"n_paragraphs(npmi=+0.56, n=6) | n_decorative_motifs(npmi=+0.55, n=6) | n_stars(npmi=+0.50, n=6)",[body] recipes/biological | has_moon_face+has_central_object
{cthh}y,7,7,7,{,y,0.0,0.8571428571428571,0.42857142857142855,0.5384615384615384,herbal,0.7142857142857143,False,0.7142857142857143,28,"has_marginal_annotation(npmi=+0.44, n=1) | n_visual_text_columns(npmi=+0.31, n=1) | n_pipes(npmi=+0.14, n=1)",[body] herbal/recipes | has_moon_face+n_petals
dals,7,6,4,d,s,0.0,0.8571428571428571,0.7142857142857143,0.12962962962962962,herbal,0.7142857142857143,False,0.7142857142857143,29,"n_flowers_visible(npmi=+0.41, n=1) | branching_depth(npmi=+0.41, n=1) | n_leaves_visible(npmi=+0.37, n=1)",[body] herbal/recipes | has_central_object+has_T_O_diagram
an,7,6,2,a,n,0.2857142857142857,0.5714285714285714,0.7142857142857143,0.25925925925925924,herbal,0.5714285714285714,False,0.5714285714285714,2,"n_flowers_visible(npmi=+0.41, n=1) | branching_depth(npmi=+0.41, n=1) | n_leaves_visible(npmi=+0.37, n=1)",[body] herbal/pharmaceutical | has_moon_face+fragments_are_whole_plants
ckhor,7,7,5,c,r,0.0,1.0,1.0,0.0,herbal,0.8571428571428571,False,0.8571428571428571,4,"n_flowers_visible(npmi=+0.39, n=1) | branching_depth(npmi=+0.39, n=1) | n_leaves_visible(npmi=+0.34, n=1)",[body] herbal | has_moon_face+has_star_motif
so,7,6,2,s,o,0.0,1.0,0.5714285714285714,0.39622641509433965,herbal,0.42857142857142855,False,0.42857142857142855,29,"fragments_are_whole_plants(npmi=+0.54, n=1) | n_flowers_visible(npmi=+0.41, n=1) | branching_depth(npmi=+0.41, n=1)",[body] herbal/recipes | has_central_object+has_T_O_diagram
okaiir,7,7,6,o,r,0.0,0.8571428571428571,0.7142857142857143,0.12962962962962962,herbal,0.2857142857142857,False,0.2857142857142857,28,"n_decorative_motifs(npmi=+0.30, n=3) | has_marginal_annotation(npmi=+0.44, n=1) | n_visual_text_columns(npmi=+0.31, n=1)",[body] herbal/recipes | has_moon_face+n_petals
ydy,7,7,3,y,y,0.0,0.8571428571428571,0.42857142857142855,0.5384615384615384,herbal,0.42857142857142855,False,0.42857142857142855,29,"has_star_motif(npmi=+0.51, n=1) | n_pipes(npmi=+0.31, n=2) | n_pools(npmi=+0.28, n=2)",[body] herbal/recipes | has_central_object+has_T_O_diagram
chckhdy,7,7,7,c,y,0.0,1.0,0.0,1.0,biological,0.42857142857142855,False,0.42857142857142855,10,"n_nymphs(npmi=+0.38, n=3) | has_water(npmi=+0.37, n=3) | has_human_figure(npmi=+0.26, n=3)",[body] herbal/recipes | has_central_object+spiral_turns
@152;,7,7,5,@,;,0.0,0.7142857142857143,0.5714285714285714,0.1320754716981132,herbal,0.42857142857142855,False,0.42857142857142855,29,"has_marginal_annotation(npmi=+0.44, n=1) | n_rays_or_petals(npmi=+0.39, n=1) | n_visual_text_columns(npmi=+0.31, n=1)",[body] herbal/recipes | has_central_object+has_T_O_diagram
{ch'}ol,7,7,7,{,l,0.0,0.8571428571428571,0.5714285714285714,0.2641509433962264,herbal,0.5714285714285714,False,0.5714285714285714,15,"has_human_figure(npmi=+0.26, n=3) | n_pools(npmi=+0.28, n=2) | branching_depth(npmi=+0.39, n=1)",[body] herbal/biological | has_central_object+has_T_O_diagram
cthom,7,7,5,c,m,0.0,1.0,1.0,0.0,herbal,1.0,False,1.0,13,"branching_depth(npmi=+0.39, n=1) | n_leaves_visible(npmi=+0.34, n=1) | n_visual_text_columns(npmi=+0.31, n=1)",[body] herbal | has_moon_face+n_petals
shokchy,7,7,7,s,y,0.0,1.0,0.5714285714285714,0.2641509433962264,herbal,0.42857142857142855,False,0.42857142857142855,2,"n_stars(npmi=+0.35, n=4) | n_paragraphs(npmi=+0.31, n=3) | n_decorative_motifs(npmi=+0.30, n=3)",[body] herbal/pharmaceutical | has_moon_face+fragments_are_whole_plants
qokchor,7,6,7,q,r,0.0,1.0,1.0,0.0,herbal,1.0,False,1.0,13,"branching_depth(npmi=+0.41, n=1) | n_leaves_visible(npmi=+0.37, n=1) | n_visual_text_columns(npmi=+0.34, n=1)",[body] herbal | has_moon_face+n_petals
qokody,7,7,6,q,y,0.0,1.0,0.5714285714285714,0.39622641509433965,herbal,0.7142857142857143,False,0.7142857142857143,19,"branching_depth(npmi=+0.39, n=1) | n_leaves_visible(npmi=+0.34, n=1) | n_visual_text_columns(npmi=+0.31, n=1)",[body] recipes/biological | has_moon_face+has_central_object
qokshey,7,7,7,q,y,0.0,0.8571428571428571,0.14285714285714285,0.84,cosmological,0.2857142857142857,False,0.2857142857142857,22,"branching_depth(npmi=+0.39, n=1) | n_leaves_visible(npmi=+0.34, n=1) | n_visual_text_columns(npmi=+0.31, n=1)",[body] recipes/biological | has_central_star+has_T_O_diagram
